aX,aY,aZ,gX,gY,gZ
-0.177856,0.966431,-0.148193,18.615723,-16.906738,10.864257
-0.175537,0.950562,-0.176270,22.094725,-15.014647,10.620116
-0.182861,0.970703,-0.179321,21.118162,-15.686034,11.535644
-0.187744,0.994751,-0.114624,15.808105,-18.188477,10.559081
-0.189941,0.988647,-0.093262,15.075683,-15.930175,8.728027
-0.200806,0.955322,-0.091919,14.709472,-11.779784,10.742187
-0.201294,1.001709,-0.119019,12.145995,-10.131835,11.230468
-0.205444,0.981567,-0.110474,11.962890,-10.742187,8.239746
-0.207275,0.988892,-0.107422,16.906738,-11.413573,7.995605
-0.208252,1.020874,-0.082031,16.418457,-12.390136,7.263183
-0.205933,0.976685,-0.033569,10.681151,-11.840819,3.845215
-0.203491,0.977417,-0.041504,6.958007,-5.493164,5.310058
-0.196777,1.016479,-0.095947,9.948730,-3.540039,3.295898
-0.206421,1.000977,-0.061279,9.399414,-4.882812,2.014160
-0.221680,1.005249,-0.008057,3.784179,-4.577637,1.098633
-0.221069,0.983643,-0.032471,4.699707,2.624511,0.732422
-0.207275,0.999634,-0.123413,6.591796,4.638672,1.342773
-0.210449,0.999512,-0.094727,1.586914,2.136230,0.061035
-0.216431,1.005981,-0.076294,-6.286621,1.892090,-1.037598
-0.217407,1.010986,-0.057983,-3.845215,2.136230,-3.784179
-0.217896,0.990601,-0.016846,-2.380371,2.075195,-4.699707
-0.216553,0.995605,0.057861,-6.103515,5.676269,-4.699707
-0.212524,0.980591,0.007813,-11.779784,19.958496,-5.676269
-0.193848,0.961548,-0.189331,-9.033203,20.019531,-4.150391
-0.202515,1.006592,-0.174805,-12.390136,14.770507,-5.126953
-0.205322,0.975342,-0.141113,-13.549804,10.375976,-8.666992
-0.200562,0.963135,-0.127441,-3.051758,7.080078,-7.934570
-0.191284,0.979492,-0.029663,-0.122070,6.652832,-7.446289
-0.185303,0.951294,-0.063354,-5.371093,17.089844,-8.422852
-0.189453,0.987793,-0.215698,-14.648437,26.489256,-6.774902
-0.190796,1.018799,-0.232666,-18.310547,20.812986,-10.009766
-0.182983,0.965088,-0.245117,-17.272949,18.005371,-12.756347
-0.183594,0.959473,-0.153931,-19.775391,12.329101,-11.840819
-0.190918,0.975586,-0.144531,-16.662598,15.014647,-12.084960
-0.194580,0.994629,-0.144043,-12.390136,19.409180,-14.160155
-0.182617,0.967651,-0.180176,-13.793944,21.240232,-14.953612
-0.179321,0.983276,-0.256104,-25.024412,25.451658,-13.305663
-0.168701,0.995117,-0.328491,-28.381346,23.498533,-14.526366
-0.162476,0.954346,-0.281006,-26.123045,13.305663,-18.066406
-0.152222,0.890259,-0.168579,-25.634764,13.061522,-16.784668
-0.131836,0.943115,-0.277954,-17.395020,23.864744,-9.887695
-0.129639,0.975464,-0.374023,-8.483887,26.489256,-9.033203
-0.143433,0.999268,-0.392822,-10.864257,14.160155,-12.512206
-0.156616,1.009766,-0.305420,-12.878417,10.131835,-14.770507
-0.150146,0.918701,-0.210449,-14.526366,5.981445,-19.836426

-0.191772,0.948486,-0.219116,17.822266,-17.211914,7.202148
-0.199463,0.986450,-0.141602,17.517090,-19.958496,7.690429
-0.197021,0.970337,-0.088989,12.817382,-19.592285,6.042480
-0.197876,0.988281,-0.062866,15.136718,-16.540527,6.896972
-0.196167,1.003540,-0.065063,13.061522,-12.634276,5.798339
-0.193848,0.981323,-0.043945,11.535644,-10.131835,4.577637
-0.201050,0.989136,-0.097778,14.343261,-7.751464,4.699707
-0.205078,1.009766,-0.122925,13.732909,-8.605957,4.089355
-0.207886,1.012573,-0.081543,3.845215,-11.962890,2.380371
-0.208984,0.988037,0.000977,1.098633,-10.437011,1.220703
-0.211060,0.989868,-0.020630,9.094238,-3.540039,1.647949
-0.212036,1.012207,-0.057129,9.155273,1.281738,1.342773
-0.207764,0.986572,-0.098633,-3.601074,-1.098633,0.488281
-0.208740,1.008301,-0.017822,-7.873535,-1.525879,1.098633
-0.211182,1.003906,0.006592,-7.751464,2.868652,-1.281738
-0.208374,0.974609,-0.001587,-6.713867,8.239746,-2.929687
-0.201172,0.989990,-0.030518,-8.666992,13.000487,-2.136230
-0.198364,0.965942,-0.112915,-10.620116,15.441894,-2.624511
-0.188599,0.987305,-0.167236,-13.366698,14.465331,-0.549316
-0.192261,1.009277,-0.135254,-10.192870,7.446289,-2.929687
-0.191650,0.982178,-0.029663,-10.681151,6.713867,-5.432128
-0.202759,0.966919,0.019165,-17.395020,12.695312,-6.835937
-0.215210,0.951172,-0.101440,-21.423338,24.841307,-6.164550
-0.215454,0.974243,-0.178955,-20.507811,28.564451,-3.662109
-0.209595,1.004028,-0.258179,-18.188477,26.489256,-4.577637
-0.205688,1.009155,-0.266479,-14.465331,19.165039,-7.019042
-0.203735,0.995483,-0.224487,-10.437011,11.413573,-9.765625
-0.195679,0.972290,-0.123535,-11.718749,12.329101,-10.742187
-0.183105,0.937134,-0.118164,-9.277344,17.028809,-10.131835
-0.181641,0.997314,-0.282959,-4.577637,25.451658,-7.263183
-0.184204,1.006226,-0.314331,-6.469726,18.676758,-11.108397
-0.179443,0.973999,-0.242187,-7.995605,14.404296,-13.244628
-0.171265,0.959961,-0.201782,-8.544922,12.939452,-14.465331
-0.164307,0.945801,-0.179810,-15.991210,17.333984,-14.160155
-0.146118,0.900635,-0.284790,-12.878417,22.521971,-9.582520
-0.145264,0.969971,-0.333740,-10.986327,19.165039,-8.300781
-0.160400,0.961548,-0.221924,-6.774902,10.192870,-11.047362
-0.170166,0.965576,-0.191040,-5.920410,11.840819,-10.131835
-0.176147,0.964478,-0.220947,-8.056641,13.732909,-9.460449
-0.168335,0.942627,-0.191528,-18.676758,15.197753,-9.521484
-0.157471,0.937012,-0.302368,-21.423338,21.484373,-8.789063
-0.152222,0.956543,-0.316406,-21.667479,16.967773,-8.422852
-0.147705,0.953125,-0.298340,-19.653320,14.099120,-9.826660
-0.149902,0.950928,-0.237061,-16.418457,10.925292,-10.864257
-0.145508,0.927124,-0.256226,-8.789063,15.075683,-9.521484
-0.146606,0.961182,-0.267578,-5.798339,15.197753,-6.408691
-0.143677,0.944702,-0.294556,-6.896972,15.808105,-7.751464
-0.134277,0.934937,-0.335327,-18.005371,15.624999,-6.286621
-0.134033,0.953247,-0.354736,-24.597166,13.854980,-5.493164
-0.135254,0.942749,-0.357666,-20.141600,10.070800,-7.385253
-0.127197,0.900757,-0.359619,-13.061522,9.521484,-7.263183
-0.116333,0.905762,-0.353882,-5.371093,9.094238,-3.051758
-0.113525,0.917358,-0.391602,-10.437011,9.948730,-0.549316
-0.113281,0.912842,-0.415771,-14.770507,8.789063,0.183105
-0.112671,0.909912,-0.473511,-14.587401,3.784179,0.915527
-0.119507,0.923706,-0.424194,-16.479492,-0.061035,1.464844
-0.124023,0.873047,-0.355225,-20.324705,-2.258301,2.197266
-0.125488,0.895874,-0.356079,-16.418457,0.915527,6.958007
-0.127563,0.927124,-0.413086,-13.244628,1.525879,6.469726
-0.133545,0.926270,-0.425781,-4.455566,-2.868652,5.371093
-0.136597,0.959106,-0.408447,4.455566,-7.446289,5.554199
-0.142822,0.927734,-0.410522,3.295898,-9.643555,4.943848
-0.141357,0.932495,-0.408813,8.850098,-12.878417,6.225585
-0.148071,0.929932,-0.320068,13.916015,-19.470215,6.469726
-0.153320,0.918701,-0.319214,13.793944,-17.944336,7.019042
-0.159668,0.929810,-0.333374,25.207518,-18.859863,8.666992
-0.165039,0.931763,-0.260010,28.198240,-19.470215,8.483887
-0.157837,0.945923,-0.294189,29.357908,-14.709472,8.911133
-0.154175,0.942749,-0.348145,29.113768,-15.686034,8.544922
-0.162476,0.929687,-0.269531,27.038572,-20.141600,9.765625
-0.162598,0.978271,-0.267090,21.667479,-18.310547,11.840819
-0.165039,0.965576,-0.271973,18.676758,-18.127441,9.277344
-0.173218,0.958252,-0.248901,18.981934,-18.615723,9.094238
-0.175293,0.937256,-0.251953,18.310547,-18.127441,8.361816
-0.174683,0.927246,-0.251831,15.747069,-18.615723,9.582520
-0.175415,0.965942,-0.241333,16.235352,-20.263670,9.887695
-0.172974,0.968140,-0.204468,18.066406,-21.179197,8.117676
-0.163330,0.917603,-0.197021,24.230955,-19.470215,5.920410
-0.159912,0.915771,-0.207031,26.733397,-17.333984,9.521484
-0.166870,0.930298,-0.203247,23.315428,-17.761230,10.864257
-0.191284,0.963135,-0.131958,16.906738,-20.080564,13.488769
-0.203369,0.997437,-0.091187,13.244628,-17.150879,13.244628
-0.204834,0.994629,-0.095703,11.901855,-12.756347,10.498046
-0.212402,1.006104,-0.111206,14.221190,-11.657714,9.216309
-0.199463,0.960083,-0.164673,18.859863,-9.643555,6.103515
-0.193115,0.945801,-0.172607,16.723633,-13.061522,8.178711
-0.198364,0.989868,-0.086548,11.657714,-15.502929,8.972168
-0.204102,0.989258,-0.071289,11.596679,-11.718749,7.690429
-0.203125,0.994629,-0.182861,18.554687,-5.615234,6.530761
-0.206421,0.998779,-0.160278,19.531250,-11.230468,5.004883
-0.218384,0.980713,-0.104248,16.967773,-11.474608,3.784179
-0.213501,0.964233,-0.113037,16.052246,-10.437011,4.455566
-0.211426,1.009888,-0.041260,11.840819,-12.207030,5.920410
-0.209717,0.992065,-0.018677,6.042480,-8.422852,2.563476
-0.210205,0.983765,0.004395,4.577637,-5.737304,2.258301
-0.215698,0.984497,-0.054077,3.417969,0.061035,0.793457
-0.216919,0.961670,-0.077881,3.967285,-0.366211,0.427246
-0.222168,1.000366,-0.007324,-0.976562,-0.854492,2.197266
-0.224731,0.989502,0.005737,-4.272461,3.051758,1.525879
-0.219116,1.020264,-0.085571,-6.286621,10.559081,3.112793
-0.217041,1.036133,-0.120361,-6.164550,9.582520,0.061035
-0.213013,0.989380,-0.113403,-7.141113,7.019042,-2.563476
-0.208618,0.969360,-0.087524,0.671387,3.173828,-3.051758
-0.211182,0.973999,-0.033691,-1.770019,3.845215,-1.525879
-0.215820,0.967896,-0.051147,1.525879,13.366698,-0.427246
-0.218750,1.026855,-0.112549,5.432128,13.977050,-1.220703
-0.216797,0.981934,-0.081177,1.464844,12.023925,-7.629394
-0.210815,0.942627,-0.111572,-7.568359,14.526366,-8.422852
-0.204468,0.966187,-0.172119,-11.291503,10.925292,-5.126953
-0.212769,0.989868,-0.118896,-6.896972,8.972168,-6.286621
-0.219849,1.024536,-0.046631,2.014160,9.826660,-7.202148
-0.221802,1.024048,-0.014038,-3.784179,17.639160,-10.681151
-0.203857,0.960571,-0.103271,-8.117676,22.705076,-11.779784
-0.197144,0.952148,-0.159424,-19.714355,23.559568,-10.864257
-0.200439,0.947021,-0.194824,-20.690916,22.277830,-9.094238
-0.203979,0.967529,-0.193237,-21.850584,20.996092,-7.080078
-0.201050,1.011108,-0.230713,-21.118162,21.118162,-7.385253
-0.205200,1.045532,-0.194580,-13.671874,17.089844,-11.596679
-0.205078,1.009277,-0.118652,-2.746582,14.648437,-17.333984
-0.185059,0.893311,-0.024170,-3.784179,18.737793,-17.639160
-0.162354,0.946899,-0.277832,-18.676758,31.799314,-10.314940
-0.156128,0.998169,-0.373413,-20.080564,25.268553,-9.826660
-0.157227,0.974365,-0.305664,-19.226074,14.770507,-12.756347
-0.166016,0.984985,-0.256714,-18.615723,13.671874,-13.671874
-0.160034,0.931641,-0.174805,-13.122558,10.498046,-16.235352
-0.153809,0.860474,-0.101440,-15.991210,15.258788,-13.793944
-0.145630,0.905029,-0.255615,-17.578125,28.991697,-2.563476
-0.139771,0.977905,-0.419434,-18.920898,25.878904,-3.295898

-0.208984,0.995361,-0.014038,9.887695,2.014160,4.577637
-0.208496,1.007446,-0.026245,5.981445,4.150391,4.516602
-0.218994,1.037720,-0.021240,1.525879,4.638672,1.953125
-0.226196,0.994141,-0.000366,-0.549316,5.004883,-3.173828
-0.222656,0.992065,0.018799,-0.366211,7.141113,-2.929687
-0.213013,0.994629,0.007446,3.601074,8.972168,-3.662109
-0.214355,0.958130,0.004883,15.869140,11.413573,-6.164550
-0.215454,0.959229,-0.001953,6.958007,16.174316,-3.173828
-0.214844,1.034912,-0.104248,0.976562,19.042969,-3.479004
-0.203857,1.009888,-0.173950,7.324218,15.258788,-7.141113
-0.201660,0.934082,0.003540,8.789063,3.295898,-10.192870
-0.197388,0.927979,0.068359,-11.596679,10.498046,-6.286621
-0.196411,0.956299,0.002686,-15.136718,18.615723,-4.638672
-0.207397,1.019409,-0.099609,-16.967773,27.709959,-4.699707
-0.218018,1.012207,-0.139526,-27.709959,27.954100,-8.850098
-0.215820,1.026978,-0.137695,-23.193357,26.855467,-11.108397
-0.198975,0.968384,-0.167114,-16.784668,27.526854,-12.939452
-0.181396,0.990479,-0.204590,-15.563964,27.160643,-10.253905
-0.181396,0.995972,-0.207886,-22.155760,24.902342,-12.451171
-0.180664,0.966797,-0.229370,-22.094725,23.498533,-13.122558
-0.174438,0.982178,-0.197266,-22.827147,22.399900,-12.634276
-0.176392,0.979126,-0.174438,-21.484373,21.301268,-15.319823
-0.167480,0.941650,-0.137329,-17.395020,23.315428,-18.615723
-0.142700,0.895630,-0.246216,-14.709472,31.982420,-12.756347
-0.131226,0.915894,-0.397583,-14.282226,29.052732,-9.643555
-0.150146,0.995605,-0.312256,-19.226074,15.502929,-7.202148
-0.154541,0.992920,-0.283081,-13.122558,12.207030,-11.840819
-0.151733,0.962402,-0.257080,-7.751464,11.901855,-13.122558
-0.140503,0.934814,-0.214722,-5.676269,14.038085,-13.977050
-0.133667,0.900879,-0.281006,-12.207030,22.033689,-9.887695
-0.125366,0.868286,-0.394531,-25.878904,15.136718,1.464844
-0.132812,1.015015,-0.385010,-26.306150,11.352538,2.746582
-0.132324,0.937622,-0.364014,-14.648437,6.408691,-5.126953
-0.127441,0.939209,-0.363403,-2.746582,4.272461,-2.807617
-0.123535,0.939209,-0.332886,-0.549316,2.685547,-1.831055
-0.127441,0.942505,-0.308960,-4.943848,1.647949,0.671387
-0.129883,0.957642,-0.331909,-12.268065,1.098633,2.929687
-0.137451,0.985840,-0.302734,-18.310547,-2.441406,0.305176
-0.133789,0.963623,-0.304565,-17.089844,-1.037598,-1.159668
-0.129517,0.932129,-0.379883,-0.305176,-0.305176,-1.220703
-0.131348,0.937500,-0.353149,3.051758,-8.728027,1.770019
-0.139526,0.948608,-0.256470,1.708984,-9.460449,2.258301
-0.142456,0.934692,-0.262939,2.319336,-6.774902,3.417969
-0.150513,0.985596,-0.296021,-0.427246,-4.882812,6.225585
-0.152466,0.995850,-0.288086,-4.394531,-6.958007,2.990722
-0.152710,0.955811,-0.314331,0.610352,-7.385253,0.915527
-0.148193,0.962769,-0.289063,12.207030,-12.207030,0.732422
-0.151367,0.934448,-0.267456,9.826660,-15.075683,0.732422
-0.154541,0.930298,-0.222412,8.728027,-11.840819,5.859375
-0.165161,0.965576,-0.244873,9.155273,-9.704590,7.080078
-0.162720,1.010132,-0.256714,2.929687,-8.605957,7.568359
-0.157593,0.968140,-0.256592,-1.098633,-9.460449,2.319336
-0.147461,0.890503,-0.282349,2.807617,-9.521484,3.295898
-0.157715,0.973999,-0.273315,13.061522,-12.512206,9.765625
-0.153564,1.000122,-0.250122,14.160155,-14.709472,8.178711
-0.156128,0.982422,-0.234497,16.174316,-16.296387,3.845215
-0.156860,0.972046,-0.231201,15.808105,-15.686034,2.746582
-0.148804,0.870361,-0.276367,17.333984,-15.747069,1.464844
-0.152344,0.908203,-0.250366,12.573241,-22.277830,9.887695
-0.158081,0.994507,-0.180664,16.906738,-22.155760,6.774902
-0.161865,0.997192,-0.190430,20.690916,-21.057127,5.065917
-0.154053,0.942749,-0.173340,25.451658,-19.531250,1.281738
-0.154663,0.899048,-0.197510,23.498533,-17.700195,4.821777
-0.161499,0.947510,-0.169189,17.822266,-19.042969,8.850098
-0.174561,0.966675,-0.138794,12.207030,-19.165039,10.253905
-0.180054,0.998169,-0.117065,8.911133,-18.798828,9.643555
-0.167358,0.939087,-0.118042,14.160155,-14.099120,6.530761
-0.169678,0.932373,-0.169434,19.226074,-13.549804,9.948730
-0.177124,1.002319,-0.132446,18.249512,-17.150879,11.596679
-0.178467,0.949951,-0.136963,13.793944,-19.409180,7.446289
-0.188599,0.974487,-0.039429,13.366698,-21.057127,9.582520
-0.188477,0.973511,-0.045776,13.549804,-14.709472,9.338379
-0.191650,0.973389,-0.061401,9.765625,-12.329101,9.704590
-0.206299,0.987305,-0.041992,15.319823,-13.977050,9.643555
-0.218262,0.998535,-0.006836,13.916015,-11.352538,10.925292
-0.217651,1.056519,-0.035889,11.718749,-9.460449,9.582520
-0.217773,1.001343,0.025635,10.925292,-11.047362,3.417969
-0.211060,0.998535,0.063477,14.343261,-7.507324,3.540039
-0.209839,0.984985,0.037354,14.282226,-0.549316,4.333496
-0.216309,0.995483,0.004150,5.004883,1.770019,6.591796
-0.224731,1.025513,0.018921,2.258301,1.708984,5.310058
-0.218506,1.017334,0.079224,-5.859375,3.479004,0.793457
-0.212524,1.001587,0.048096,-10.437011,12.573241,-2.075195
-0.204468,0.984497,-0.049683,-6.530761,13.732909,-2.624511
-0.209351,0.966797,-0.032715,-3.112793,12.084960,-2.502441
-0.217285,1.008545,-0.029175,-4.150391,14.343261,-0.671387
-0.217529,1.025513,-0.069458,-13.000487,18.859863,-3.051758
-0.216919,1.011108,-0.102905,-15.930175,17.028809,-7.385253
-0.209717,1.000977,-0.118896,-13.244628,15.869140,-8.728027
-0.207153,0.981201,-0.091797,-14.587401,12.145995,-10.559081
-0.198120,0.954834,-0.054810,-17.578125,18.371582,-8.239746
-0.195068,0.972534,-0.141479,-14.892577,20.446775,-7.934570
-0.200806,0.988159,-0.119385,-13.732909,18.188477,-8.544922
-0.203857,1.011719,-0.109497,-19.165039,17.272949,-10.314940
-0.201904,1.015503,-0.132446,-20.202635,17.639160,-15.197753
-0.191284,0.928101,-0.172363,-18.920898,16.845703,-16.479492
-0.184448,0.939819,-0.087036,-26.977537,13.427733,-12.084960
-0.177246,0.963867,-0.132080,-22.277830,22.277830,-11.230468
-0.165283,0.962402,-0.271606,-16.113281,21.667479,-9.521484
-0.164429,1.010620,-0.289551,-14.038085,18.615723,-10.192870
-0.161133,0.945679,-0.203979,-10.314940,10.864257,-14.892577
-0.158569,0.932373,-0.137085,-13.977050,12.756347,-10.925292
-0.159668,0.962524,-0.214844,-15.136718,23.681639,-7.751464
-0.155762,0.973755,-0.357300,-14.465331,24.597166,-7.873535
-0.151489,0.988159,-0.326538,-15.502929,16.113281,-9.582520
-0.148804,0.944946,-0.281982,-13.061522,11.901855,-12.573241
-0.137329,0.899292,-0.282349,-10.620116,14.404296,-6.469726
-0.129150,0.932617,-0.318970,-12.512206,14.404296,-4.028320
-0.133423,0.947510,-0.288696,-20.385740,11.352538,-2.746582
-0.136108,0.954956,-0.290527,-18.615723,11.962890,-3.601074
-0.141357,0.946899,-0.347778,-15.502929,12.390136,-4.638672
-0.140259,0.921997,-0.423828,-10.070800,9.765625,-4.760742
-0.136230,0.919800,-0.356079,-6.530761,1.220703,-2.319336
-0.132324,0.907837,-0.324951,-8.117676,1.220703,0.427246
-0.128052,0.928223,-0.332886,-9.887695,2.075195,2.380371
-0.141479,0.955444,-0.332764,-9.216309,0.549316,2.685547
-0.141479,0.929077,-0.332153,-10.559081,-0.366211,1.770019
-0.135498,0.938965,-0.343140,-17.761230,-0.732422,4.394531
-0.133545,0.912109,-0.376343,-16.723633,-1.464844,3.601074
-0.128418,0.907104,-0.391846,-7.690429,-5.615234,5.615234
-0.134155,0.925903,-0.357910,2.502441,-12.451171,7.934570
-0.142578,0.973755,-0.304199,8.300781,-12.023925,7.019042
-0.144287,0.938110,-0.329712,10.559081,-11.352538,5.798339
-0.164551,0.945679,-0.320190,16.784668,-14.221190,6.958007
-0.167480,0.943237,-0.335327,20.874022,-15.808105,8.605957
-0.164551,0.936646,-0.320679,20.507811,-18.737793,9.887695
-0.169922,0.963867,-0.284058,17.028809,-22.216795,10.864257
-0.174805,0.978149,-0.245117,19.165039,-23.986814,9.033203

-0.165649,0.979736,-0.310059,-18.188477,26.306150,-13.122558
-0.149536,0.937988,-0.351807,-25.207518,21.606443,-15.563964
-0.146484,0.935791,-0.379883,-20.690916,15.686034,-13.610839
-0.152222,0.949341,-0.274902,-13.793944,9.216309,-12.695312
-0.140869,0.931396,-0.221313,-12.390136,12.634276,-12.695312
-0.118286,0.892700,-0.299438,-11.596679,19.287109,-10.192870
-0.115601,0.935547,-0.336792,-15.380858,20.263670,-5.493164
-0.117065,0.953125,-0.433105,-17.517090,14.282226,-7.690429
-0.122559,0.926270,-0.417725,-15.197753,9.338379,-7.507324
-0.124512,0.938110,-0.348633,-11.352538,3.234863,-5.187988
-0.122803,0.927856,-0.334839,-7.019042,2.868652,-3.906250
-0.113037,0.880981,-0.314819,-7.080078,3.051758,-2.014160
-0.112671,0.947144,-0.348022,-13.305663,5.737304,4.638672
-0.115356,0.936035,-0.424805,-14.770507,5.432128,3.906250
-0.116455,0.952148,-0.430786,-7.629394,-2.563476,4.028320
-0.131348,0.961792,-0.399292,8.117676,-8.605957,0.976562
-0.135986,0.921753,-0.348877,11.535644,-10.131835,0.854492
-0.135620,0.919800,-0.295654,6.042480,-11.169433,4.638672
-0.132324,0.939209,-0.286987,-3.112793,-8.728027,7.507324
-0.130249,0.955811,-0.345947,-3.295898,-7.568359,6.469726
-0.141602,0.952271,-0.363525,9.521484,-10.742187,5.310058
-0.137695,0.964478,-0.342285,15.441894,-14.709472,5.432128
-0.137695,0.946289,-0.348633,12.023925,-18.493652,3.723144
-0.145142,0.937012,-0.281616,8.483887,-21.179197,4.028320
-0.160400,0.941284,-0.233154,-6.896972,-20.202635,4.455566
-0.162964,0.935303,-0.269043,-11.840819,-14.953612,7.080078
-0.156860,0.976929,-0.363892,4.699707,-21.301268,7.263183
-0.157837,0.958740,-0.311768,9.948730,-25.207518,5.493164
-0.152710,0.990234,-0.307495,11.230468,-26.062010,6.652832
-0.161255,0.927734,-0.255371,12.084960,-30.456541,1.525879
-0.162476,0.892334,-0.192139,15.014647,-31.799314,4.394531
-0.154541,0.917603,-0.174927,17.700195,-24.353025,9.948730
-0.154663,0.941772,-0.191528,16.418457,-23.132322,10.437011
-0.164062,0.941284,-0.191406,11.474608,-21.179197,9.277344
-0.161133,0.962646,-0.245850,10.559081,-17.517090,11.596679
-0.161743,0.942261,-0.239502,18.859863,-22.399900,10.681151
-0.169556,0.940796,-0.139282,17.883301,-21.972654,13.366698
-0.173340,0.940552,-0.128662,16.418457,-18.920898,14.648437
-0.186157,0.993530,-0.146484,14.770507,-14.404296,16.845703
-0.187134,1.006836,-0.185669,20.507811,-12.084960,13.732909
-0.199219,1.002319,-0.195801,26.977537,-19.348145,9.277344
-0.208618,0.980957,-0.113281,24.108885,-19.592285,8.056641
-0.204956,0.954590,-0.122314,15.014647,-16.479492,9.704590
-0.208130,0.998413,-0.084106,18.005371,-17.700195,10.925292
-0.212158,1.011353,-0.042725,19.042969,-15.747069,8.911133
-0.198608,0.972900,-0.092041,11.291503,-9.887695,6.103515
-0.192139,0.977783,-0.100830,3.845215,-10.253905,5.981445
-0.207520,0.978760,-0.061157,7.080078,-11.779784,5.371093
-0.225464,1.012573,0.010010,9.765625,-12.268065,5.249023
-0.225708,0.997192,0.008667,10.131835,-6.713867,2.380371
-0.221313,0.975220,-0.027100,15.502929,-3.723144,5.249023
-0.221191,1.019409,-0.024170,13.366698,-2.746582,5.676269
-0.222534,1.025269,0.000488,-1.586914,0.305176,5.004883
-0.220947,1.045166,-0.036743,-2.197266,5.065917,2.075195
-0.219971,1.009644,-0.046997,0.610352,3.479004,-0.854492
-0.214111,0.964966,0.012451,-1.159668,3.356933,-2.075195
-0.211914,0.952271,-0.010376,-0.732422,11.962890,1.953125
-0.210571,0.984741,-0.073730,-1.770019,14.648437,3.906250
-0.209106,0.990723,-0.120483,-0.854492,12.939452,2.258301
-0.207397,0.983032,-0.062134,-6.286621,7.263183,-0.061035
-0.213013,0.992554,-0.024170,-14.526366,6.286621,-2.502441
-0.216797,0.952881,0.043579,-16.662598,9.521484,-3.906250
-0.205688,0.958984,-0.123657,-15.075683,21.728514,-2.563476
-0.205688,0.971191,-0.185059,-7.690429,16.845703,-3.051758
-0.222412,0.984253,-0.145996,-5.981445,7.873535,-4.272461
-0.233765,0.996704,-0.076538,-3.723144,7.507324,-3.540039
-0.222168,0.998901,0.012817,8.605957,10.437011,-6.103515
-0.218506,0.960083,0.036499,1.708984,20.446775,-9.460449
-0.218018,0.984741,-0.132568,-6.835937,30.090330,-5.981445
-0.218506,1.033691,-0.231445,-15.197753,25.146482,-9.338379
-0.210815,1.023804,-0.218994,-20.812986,18.981934,-13.977050
-0.201294,0.924194,-0.115234,-22.766111,17.456055,-15.502929
-0.203003,0.958130,-0.152100,-26.306150,24.719236,-10.803222
-0.208740,0.996582,-0.212036,-28.869627,29.296873,-10.925292
-0.206543,0.995728,-0.241089,-26.123045,28.747557,-15.075683
-0.190552,0.969604,-0.309692,-22.277830,26.855467,-16.052246
-0.169312,0.935913,-0.257080,-18.371582,21.057127,-16.174316
-0.166138,0.901001,-0.209717,-23.498533,20.446775,-14.526366
-0.174683,0.924683,-0.180542,-29.785154,24.169920,-10.253905
-0.178711,0.949097,-0.220459,-30.761717,27.221678,-10.681151
-0.166138,0.960205,-0.394531,-25.207518,31.372068,-11.596679
-0.151611,0.965454,-0.445801,-13.488769,23.986814,-13.244628
-0.129639,0.918335,-0.429687,-12.084960,12.512206,-13.244628
-0.128906,0.901489,-0.329346,-12.573241,9.704590,-11.413573
-0.138916,0.912598,-0.280029,-14.221190,11.047362,-7.629394
-0.141602,0.922485,-0.256348,-24.475096,14.709472,-5.554199
-0.127075,0.922974,-0.362427,-19.714355,18.920898,-4.943848
-0.109741,0.899536,-0.465332,-15.624999,16.479492,-4.150391
-0.109253,0.895142,-0.475342,-9.521484,8.056641,-1.892090
-0.114136,0.890869,-0.436401,-3.295898,0.427246,0.671387
-0.128662,0.929077,-0.360474,-2.624511,-0.366211,2.014160
-0.140625,0.943848,-0.360840,-1.098633,1.586914,2.685547
-0.141968,0.955200,-0.355469,-0.732422,2.441406,3.112793
-0.135498,0.940674,-0.396484,-4.821777,2.197266,2.990722
-0.135132,0.922729,-0.434082,-4.638672,0.122070,3.601074
-0.141113,0.930908,-0.375244,-4.455566,-6.774902,5.310058
-0.146484,0.933838,-0.361206,-5.615234,-7.873535,4.455566
-0.150757,0.932739,-0.368042,-3.967285,-7.812500,4.211426
-0.163330,0.938599,-0.267334,-9.704590,-9.521484,4.821777
-0.170410,0.930420,-0.368530,-14.099120,-1.953125,6.164550
-0.168457,0.917114,-0.391113,-8.666992,-5.615234,7.934570
-0.169678,0.918579,-0.426636,-4.211426,-7.446289,9.765625
-0.178345,1.006104,-0.441040,6.591796,-14.770507,11.169433
-0.177612,0.995728,-0.427002,16.540527,-25.268553,3.295898
-0.181519,0.909912,-0.286377,34.484863,-32.226562,4.516602
-0.173462,0.978149,-0.177979,32.653809,-28.869627,4.943848
-0.177368,0.896484,-0.250366,19.653320,-18.737793,0.854492
-0.172974,0.934570,-0.307129,17.883301,-16.601562,6.896972
-0.182739,1.019897,-0.274536,17.089844,-19.714355,4.638672
-0.192749,0.926514,-0.231201,14.221190,-20.629881,-0.488281
-0.183716,0.947998,-0.289673,20.874022,-19.104004,6.835937
-0.180908,0.975586,-0.249146,16.662598,-24.414061,4.455566
-0.175659,0.915649,-0.262817,18.249512,-22.583006,3.356933
-0.177368,0.931396,-0.246094,22.094725,-23.925779,5.737304
-0.179077,0.954712,-0.216064,20.751951,-24.658201,7.568359
-0.172241,0.931396,-0.195801,21.362303,-23.315428,7.629394
-0.173706,0.982300,-0.185547,24.414061,-21.362303,9.033203
